CustomerID,TotalSpent,NumTransactions,ItemsBought,Cluster
12447.0,476.49,1,190,0
12448.0,449.45,1,243,0
12449.0,4067.29,4,1553,0
12450.0,197.88,2,128,0
12451.0,8933.52,6,6455,2
12452.0,428.57,3,183,0
12453.0,707.09,1,473,0
12454.0,5.684341886080802e-14,2,0,0
12455.0,2466.86,6,2089,0
12456.0,3153.89,4,1616,0
12457.0,1917.78,12,695,0
12458.0,947.4,2,506,0
12461.0,826.88,2,287,0
12462.0,1124.01,4,514,0
12463.0,1303.63,7,757,0
12464.0,1212.05,8,112,0
12465.0,733.89,3,475,0
12468.0,724.0400000000001,3,364,0
12471.0,18740.92,49,7965,2
12472.0,6229.48,13,4020,2
12473.0,2848.23,9,2363,0
12474.0,7116.47,30,4764,2
12475.0,723.38,1,535,0
12476.0,6546.58,20,2337,2
12477.0,13117.01,9,3620,2
12478.0,680.99,1,236,0
12479.0,477.3,3,351,0
12480.0,3281.63,4,1707,0
12481.0,5590.86,11,3290,2
12483.0,2327.13,13,1097,0
12484.0,4495.27,8,2185,0
12488.0,1298.66,3,529,0
12489.0,334.93,1,105,0
12490.0,5417.93,10,3064,0
12491.0,460.40000000000003,1,260,0
12492.0,263.21000000000004,2,192,0
12493.0,416.79,3,206,0
12494.0,1139.3500000000001,13,690,0
12497.0,1043.1,1,1236,0
12498.0,403.70000000000005,3,159,0
12500.0,4206.27,13,2671,2
12501.0,2089.68,2,1722,0
12502.0,3723.87,5,820,0
12503.0,-1126.0,1,-1,0
12504.0,114.0,4,51,0
12505.0,-4.5,1,-1,0
12506.0,73.5,1,23,0
12507.0,1258.06,4,894,0
12508.0,398.27,2,272,0
12509.0,176.5,1,55,0
12510.0,982.5699999999999,2,353,0
12512.0,138.03,2,99,0
12513.0,586.79,2,456,0
12514.0,1017.68,1,440,0
12515.0,383.7,1,131,0
12516.0,1312.06,2,875,0
12517.0,2464.89,6,1348,0
12518.0,2056.89,5,1318,0
12519.0,340.84,1,183,0
12520.0,2582.51,6,1430,0
12521.0,599.68,1,309,0
12522.0,192.72,2,194,0
12523.0,1745.57,13,861,0
12524.0,4485.72,8,3699,0
12526.0,1316.66,3,632,0
12527.0,348.71000000000004,3,234,0
12528.0,1922.28,8,750,0
12530.0,1623.63,5,900,0
12531.0,125.22,1,45,0
12532.0,349.83000000000004,1,153,0
12534.0,1089.18,1,651,0
12535.0,716.35,2,219,0
12536.0,4106.82,5,2652,0
12538.0,363.95,1,191,0
12539.0,3852.5,5,2066,0
12540.0,13309.039999999999,19,6677,2
12541.0,981.18,3,680,0
12544.0,355.7,2,132,0
12545.0,1000.39,2,523,0
12546.0,1141.5,3,617,0
12547.0,207.79999999999998,2,134,0
12548.0,95.19999999999999,1,49,0
12550.0,964.83,1,569,0
12551.0,168.0,1,100,0
12552.0,437.82,2,88,0
12553.0,3652.25,14,1924,2
12556.0,603.71,2,358,0
12557.0,11990.960000000001,5,4384,0
12558.0,1.0658141036401503e-14,2,0,0
12559.0,536.21,3,281,0
12560.0,2101.39,4,1078,0
12561.0,238.85,1,177,0
12562.0,3781.7400000000002,7,1779,0
12564.0,456.9,1,133,0
12565.0,131.17,2,75,0
12566.0,346.7,2,264,0
12567.0,9114.94,11,4089,2
12569.0,4064.9900000000002,35,1793,2
12571.0,519.61,2,523,0
12572.0,1004.72,3,450,0
12573.0,160.54000000000002,1,84,0
12574.0,218.45,1,61,0
12576.0,1306.98,6,964,0
12577.0,595.4,4,466,0
12578.0,2753.36,4,1171,0
12579.0,410.72,3,278,0
12580.0,415.7,1,238,0
12581.0,197.71,1,161,0
12582.0,511.36,2,300,0
12583.0,7187.34,18,5009,2
12584.0,1893.95,18,354,2
12585.0,1982.81,4,1258,0
12586.0,179.94000000000003,2,77,0
12587.0,144.0,1,51,0
12588.0,214.89999999999998,1,53,0
12589.0,646.68,2,306,0
12590.0,9861.38,3,4279,0
12591.0,452.84999999999997,1,228,0
12592.0,437.6,2,290,0
12593.0,418.09999999999997,3,206,0
12594.0,3320.2200000000003,11,1776,0
12596.0,618.27,2,474,0
12597.0,3683.13,5,2187,0
12598.0,3002.68,9,1940,0
12599.0,1032.58,7,956,0
12600.0,2581.04,11,773,0
12601.0,569.5600000000001,6,244,0
12602.0,153.12,1,162,0
12603.0,739.1999999999999,1,64,0
12604.0,254.18,2,201,0
12605.0,-7.5,1,-4,0
12607.0,3.552713678800501e-15,2,0,0
12609.0,1126.85,3,648,0
12610.0,2057.99,7,1028,0
12611.0,1193.32,1,846,0
12612.0,643.59,2,251,0
12613.0,3218.98,6,1596,0
12614.0,315.6,1,76,0
12615.0,2291.19,4,1376,0
12616.0,657.25,5,273,0
12617.0,355.53,1,213,0
12618.0,177.31,1,96,0
12619.0,3214.81,13,3354,2
12620.0,1339.41,3,1181,0
12621.0,13612.07,23,7404,2
12622.0,180.1,1,69,0
12623.0,305.1,1,191,0
12624.0,641.13,2,355,0
12625.0,2614.32,3,1577,0
12626.0,6388.35,13,3350,2
12627.0,4478.53,7,2752,0
12628.0,769.61,4,445,0
12630.0,1270.88,2,548,0
12631.0,640.5,1,236,0
12633.0,2140.63,5,1149,0
12635.0,1689.18,2,1172,0
12637.0,5953.25,10,2990,2
12638.0,671.69,1,577,0
12639.0,486.1,1,201,0
12640.0,1174.58,3,311,0
12641.0,185.9,1,72,0
12642.0,1013.26,3,552,0
12643.0,3344.64,6,1808,0
12644.0,477.91,1,325,0
12645.0,1755.38,5,1072,0
12646.0,1346.97,2,897,0
12647.0,3669.92,13,1420,2
12648.0,318.05,1,160,0
12649.0,603.71,4,574,0
12650.0,314.44,1,254,0
12651.0,114.0,1,78,0
12652.0,914.53,2,502,0
12653.0,2209.85,2,919,0
12654.0,601.98,5,264,0
12656.0,3982.72,8,1708,0
12657.0,1152.06,5,654,0
12658.0,686.05,1,320,0
12659.0,91.68,1,105,0
12660.0,245.1,1,127,0
12662.0,3817.08,12,2040,2
12664.0,4863.88,10,1202,0
12665.0,61.75,2,36,0
12666.0,-227.44,1,-56,0
12667.0,620.13,1,395,0
12668.0,3743.18,6,1595,0
12669.0,1607.73,4,1114,0
12670.0,2986.15,6,1391,0
12672.0,225.89999999999998,1,78,0
12673.0,610.52,2,351,0
12674.0,1919.31,7,1102,0
12676.0,1331.39,6,670,0
12678.0,17588.26,13,10899,2
12679.0,1058.67,9,530,0
12680.0,862.81,4,443,0
12681.0,13677.59,27,7518,2
12682.0,12288.22,31,5575,2
12683.0,8221.09,20,4903,2
12684.0,2283.63,7,1985,0
12685.0,2863.08,6,1523,0
12686.0,89.14,1,107,0
12688.0,4873.8099999999995,1,3028,0
12689.0,1247.61,2,628,0
12690.0,389.01,1,106,0
12691.0,1035.8,6,394,0
12693.0,830.96,6,250,0
12694.0,869.67,2,509,0
12695.0,582.1,4,220,0
12697.0,939.02,5,499,0
12700.0,4867.99,6,2963,0
12701.0,797.71,2,678,0
12702.0,219.0,1,53,0
12703.0,274.7,2,161,0
12704.0,2220.84,10,1003,0
12705.0,6814.24,14,3973,2
12707.0,603.42,1,256,0
12708.0,2616.32,16,1270,2
12709.0,9294.1,26,3832,2
12710.0,1130.57,4,849,0
12712.0,4241.63,17,1044,2
12713.0,848.55,1,508,0
12714.0,4708.86,5,3069,0
12715.0,353.86,1,197,0
12716.0,1053.49,2,708,0
12717.0,980.98,3,505,0
12718.0,238.25,1,203,0
12719.0,608.1,3,361,0
12720.0,5713.28,29,4654,2
12721.0,2628.98,7,1954,0
12722.0,904.33,6,560,0
12723.0,725.07,5,434,0
12724.0,1031.41,4,445,0
12725.0,427.8,1,164,0
12726.0,2609.1,7,3143,0
12727.0,3947.7,9,2085,0
12728.0,836.33,4,419,0
12729.0,453.01,1,233,0
12731.0,18793.41,14,8366,2
12732.0,236.26000000000002,1,111,0
12733.0,383.95,1,137,0
12734.0,110.39999999999999,1,88,0
12735.0,779.5699999999999,2,368,0
12736.0,234.0,1,173,0
12738.0,155.35,1,148,0
12739.0,1013.04,2,486,0
12740.0,427.6,1,342,0
12743.0,546.43,2,319,0
12744.0,9120.39,10,5234,2
12747.0,4196.01,11,1275,0
12748.0,29072.1,224,24210,1
12749.0,3868.2,8,1422,0
12750.0,275.88,1,137,0
12752.0,4366.78,1,2262,0
12753.0,21024.01,11,11250,2
12754.0,2949.12,5,6479,0
12755.0,2203.2,4,866,0
12756.0,112.07999999999998,1,144,0
12757.0,4227.7,19,2385,2
12758.0,2791.59,2,2135,0
12759.0,1531.44,3,902,0
12762.0,1898.52,2,1227,0
12763.0,494.08,2,316,0
12764.0,1693.88,1,386,0
12766.0,6989.63,7,3646,0
12769.0,1143.6,1,356,0
12770.0,1351.45,1,743,0
12772.0,892.47,1,556,0
12775.0,1351.24,6,853,0
12778.0,804.23,7,824,0
12779.0,3868.7,12,1996,2
12781.0,707.72,5,592,0
12782.0,2273.32,6,1070,0
12783.0,1603.87,8,622,0
12784.0,574.42,2,300,0
12785.0,305.71,2,128,0
12787.0,463.66,3,261,0
12789.0,91.85,1,4,0
12790.0,324.92,1,166,0
12791.0,192.60000000000002,1,97,0
12792.0,400.53999999999996,1,217,0
12793.0,545.48,2,295,0
12794.0,860.41,2,592,0
12795.0,430.48,1,68,0
12797.0,194.18,3,79,0
12798.0,6977.04,3,5256,0
12802.0,412.58,2,302,0
12808.0,483.65000000000003,3,188,0
12809.0,484.36,2,219,0
12811.0,514.85,3,230,0
12812.0,229.64000000000001,1,164,0
12814.0,125.92,1,49,0
12815.0,1063.46,2,379,0
12816.0,572.2,2,128,0
12817.0,166.04,1,53,0
12818.0,1517.88,2,923,0
12820.0,942.34,4,722,0
12821.0,92.72,1,70,0
12822.0,918.98,3,548,0
12823.0,1759.5,5,230,0
12824.0,397.12,1,232,0
12826.0,1468.1200000000001,8,1054,0
12827.0,430.15000000000003,3,197,0
12828.0,1018.71,6,494,0
12829.0,253.05,3,375,0
12830.0,6748.4,7,9847,2
12831.0,215.05,1,135,0
12832.0,383.03,2,195,0
12833.0,417.38,1,156,0
12834.0,312.38,1,110,0
12836.0,2612.86,4,1064,0
12837.0,134.1,1,24,0
12838.0,683.13,2,359,0
12839.0,5583.62,16,3804,2
12840.0,2714.27,6,1505,0
12841.0,3876.4,26,2683,2
12842.0,1118.99,2,547,0
12843.0,1680.76,9,753,0
12844.0,325.96000000000004,2,125,0
12845.0,354.09,4,204,0
12847.0,871.54,1,909,0
12849.0,1050.8899999999999,2,623,0
12851.0,135.18,1,109,0
12852.0,299.75,2,145,0
12853.0,1881.7,9,782,0
12854.0,1289.15,5,622,0
12855.0,38.1,1,30,0
12856.0,2162.68,8,1076,0
12857.0,1106.4,2,343,0
12863.0,504.2,2,186,0
12864.0,147.12,1,216,0
12865.0,1548.07,3,877,0
12866.0,559.12,1,171,0
12867.0,3986.22,10,4274,2
12868.0,1607.0600000000002,6,928,0
12870.0,-14.899999999999999,1,-2,0
12871.0,380.64,2,200,0
12872.0,599.97,2,319,0
12873.0,374.0,1,128,0
12875.0,343.2300000000001,2,2019,0
12876.0,2218.02,2,1941,0
12877.0,1535.77,12,1178,0
12878.0,841.64,3,536,0
12879.0,552.5699999999999,4,363,0
12881.0,298.0,1,21,0
12882.0,1463.04,2,246,0
12883.0,703.47,4,196,0
12884.0,309.05,1,43,0
12885.0,1158.27,4,654,0
12886.0,1351.09,3,761,0
12888.0,313.77,4,68,0
12890.0,380.46999999999997,1,259,0
12891.0,331.0,3,950,0
12893.0,188.14,1,96,0
12895.0,347.3,3,204,0
12897.0,216.5,2,110,0
12901.0,16293.1,36,20915,2
12902.0,138.68,1,66,0
12904.0,509.58,2,302,0
12906.0,2919.81,5,1749,0
12908.0,246.0,4,0,0
12909.0,2128.83,8,1270,0
12910.0,3075.04,8,1692,0
12912.0,1662.3,5,670,0
12913.0,2483.63,5,1419,0
12915.0,363.65,2,93,0
12916.0,2982.35,5,1111,0
12917.0,594.0,1,120,0
12919.0,1301.44,8,668,0
12920.0,164.23,1,129,0
12921.0,16389.74,50,9454,2
12922.0,405.38,1,370,0
12923.0,176.97,1,69,0
12924.0,929.95,5,480,0
12925.0,694.05,2,541,0
12928.0,2062.7000000000003,5,1472,0
12929.0,105.1,2,36,0
12930.0,409.9,4,250,0
12931.0,33462.81,20,23377,2
12933.0,606.28,4,498,0
12935.0,2156.45,8,1852,0
12936.0,1012.9,5,539,0
12937.0,1504.27,4,1007,0
12938.0,114.14,1,140,0
12939.0,11581.8,8,4876,2
12940.0,876.29,4,406,0
12942.0,683.9,3,203,0
12943.0,-3.75,1,-1,0
12944.0,604.51,2,289,0
12945.0,462.95,1,165,0
12947.0,1407.29,11,1157,0
12948.0,2053.7,8,1077,0
12949.0,4143.02,10,2363,0
12950.0,1843.0,3,1380,0
12951.0,1042.07,8,500,0
12952.0,1382.8400000000001,5,652,0
12953.0,329.85,1,84,0
12955.0,4734.26,14,3642,2
12956.0,108.07,1,34,0
12957.0,3979.04,12,2531,2
12962.0,266.39,2,129,0
12963.0,1841.03,9,873,0
12965.0,771.91,1,283,0
12966.0,160.18,1,75,0
12967.0,1194.75,4,243,0
12968.0,135.95,1,73,0
12970.0,452.24,4,310,0
12971.0,10930.26,89,9203,1
12974.0,144.8,1,24,0
12976.0,738.6,1,561,0
12977.0,39.239999999999995,1,12,0
12980.0,7092.06,12,864,2
12981.0,372.21999999999997,2,242,0
12982.0,377.2,2,278,0
12984.0,97.5,1,26,0
12985.0,1215.6200000000001,3,1413,0
12987.0,545.0,3,217,0
12988.0,535.32,1,136,0
12989.0,6854.51,19,2915,2
12990.0,409.5,3,200,0
12991.0,503.76,2,405,0
12993.0,414.76,4,240,0
12994.0,902.22,5,440,0
12995.0,200.72,2,98,0
12997.0,1197.94,7,648,0
12999.0,455.88,3,342,0
13000.0,534.85,3,379,0
13001.0,9797.92,15,5497,2
13002.0,120.94999999999999,1,73,0
13003.0,149.05,3,103,0
13004.0,5613.43,22,4796,2
13005.0,468.95,3,167,0
13006.0,81.57,1,55,0
13008.0,178.46999999999997,2,115,0
13011.0,50.550000000000004,1,13,0
13012.0,1311.6200000000001,11,671,0
13013.0,4786.99,15,2217,2
13014.0,3365.43,16,886,2
13015.0,3346.28,5,1617,0
13016.0,789.89,3,527,0
13017.0,204.0,1,48,0
13018.0,7272.75,29,5434,2
13021.0,2584.4,12,1336,0
13023.0,689.9,2,286,0
13026.0,936.15,8,1586,0
13027.0,6912.0,6,17280,2
13028.0,659.68,3,796,0
13029.0,1247.5,3,134,0
13030.0,799.48,2,394,0
13032.0,996.52,3,367,0
13033.0,190.55,1,83,0
13034.0,642.77,2,369,0
13035.0,886.63,3,627,0
13037.0,881.07,3,431,0
13038.0,908.46,3,360,0
13040.0,676.99,2,355,0
13043.0,471.57,2,251,0
13044.0,560.47,1,429,0
13045.0,305.28000000000003,1,221,0
13046.0,629.31,2,264,0
13047.0,3079.1,18,1355,2
13048.0,1805.91,5,1230,0
13049.0,656.6800000000001,2,268,0
13050.0,5684.61,28,3707,2
13052.0,348.15000000000003,1,222,0
13055.0,1201.96,4,891,0
13058.0,271.40000000000003,3,52,0
13059.0,183.4,1,35,0
13060.0,307.53,1,123,0
13061.0,248.61,1,107,0
13062.0,346.98,1,343,0
13064.0,1119.49,4,516,0
13065.0,205.86,1,74,0
13066.0,430.9,3,320,0
13067.0,115.46000000000001,1,32,0
13068.0,344.0,2,200,0
13069.0,3717.82,27,5466,2
13070.0,228.8,1,110,0
13072.0,177.15,1,69,0
13075.0,919.61,1,485,0
13077.0,729.27,4,863,0
13078.0,12432.28,43,5557,2
13079.0,220.10000000000002,5,62,0
13080.0,58.08,1,120,0
13081.0,27964.48,21,19021,2
13082.0,3595.48,10,4313,2
13083.0,303.75,2,187,0
13085.0,272.38,3,108,0
13089.0,57385.88,118,30787,1
13090.0,8689.39,18,2194,2
13091.0,319.82,2,450,0
13092.0,459.83,6,271,0
13093.0,7741.47,13,3943,2
13094.0,1708.8600000000001,16,1542,2
13095.0,74.39999999999999,1,144,0
13097.0,5893.32,14,2341,2
13098.0,28658.88,41,15911,2
13099.0,207.35999999999999,1,288,0
13101.0,101.19,1,113,0
13102.0,6336.29,27,4160,2
13103.0,243.94,1,82,0
13104.0,1098.48,6,504,0
13106.0,59.5,2,14,0
13107.0,1524.07,5,1288,0
13108.0,350.06,1,298,0
13109.0,766.84,5,514,0
13110.0,1452.8700000000001,8,384,0
13113.0,10510.0,40,2594,2
13115.0,2205.63,14,1534,2
13116.0,485.19,2,290,0
13117.0,984.91,8,945,0
13118.0,1125.0,7,389,0
13120.0,30.599999999999998,1,12,0
13121.0,254.73,2,227,0
13122.0,922.39,2,585,0
13124.0,3866.33,3,2147,0
13126.0,2056.29,10,2130,0
13127.0,259.17,1,127,0
13130.0,64.0,1,32,0
13131.0,1039.3,4,443,0
13132.0,77.3,1,20,0
13133.0,109.8,2,32,0
13134.0,1740.63,7,1044,0
13135.0,3096.0,1,4300,0
13136.0,2545.38,11,1312,0
13137.0,3605.08,9,2225,0
13138.0,962.39,6,473,0
13139.0,5055.79,8,2418,0
13140.0,423.72,3,186,0
13141.0,2385.8,6,1547,0
13142.0,307.09,1,258,0
13144.0,110.95,1,21,0
13145.0,614.77,5,142,0
13146.0,228.91,1,154,0
13147.0,712.8000000000001,4,144,0
13148.0,3348.48,17,1828,2
13149.0,1676.06,4,1280,0
13151.0,1250.3700000000001,2,361,0
13153.0,486.22,1,418,0
13154.0,-611.86,1,-1,0
13155.0,971.76,4,497,0
13157.0,1721.57,5,1430,0
13158.0,1201.06,4,784,0
13159.0,1379.75,5,1045,0
13160.0,91.8,1,56,0
13161.0,112.75,1,29,0
13162.0,1644.99,5,1663,0
13165.0,1021.48,2,1376,0
13166.0,414.7,2,214,0
13167.0,791.33,4,785,0
13168.0,1310.14,5,680,0
13169.0,712.88,2,272,0
13170.0,116.00999999999999,1,147,0
13171.0,426.81,5,227,0
13173.0,353.65,2,277,0
13174.0,2817.03,3,1395,0
13176.0,492.84,1,453,0
13177.0,282.45,1,91,0
13178.0,5725.47,11,3570,2
13182.0,121.18,1,201,0
13183.0,3957.78,9,2208,0
13184.0,1648.79,12,1662,0
13185.0,71.4,1,12,0
13186.0,1539.69,5,804,0
13187.0,236.02,1,95,0
13188.0,114.60000000000001,1,25,0
13189.0,260.68,2,842,0
13192.0,911.94,2,595,0
13193.0,117.88,1,50,0
13194.0,60.7,1,26,0
13196.0,1797.78,4,1224,0
13198.0,3384.09,8,2645,0
13199.0,9803.96,39,6172,2
13200.0,870.09,4,516,0
13203.0,869.46,4,800,0
13207.0,250.26000000000002,2,130,0
13208.0,1205.9,7,786,0
13209.0,5820.16,11,4232,2
13210.0,353.48,1,316,0
13211.0,1197.42,3,874,0
13212.0,780.58,4,309,0
13213.0,1518.43,6,1357,0
13216.0,333.74,1,297,0
13217.0,133.62,5,114,0
13218.0,62.63999999999999,1,88,0
13220.0,819.2900000000001,4,196,0
13221.0,847.41,2,244,0
13223.0,163.20000000000002,2,88,0
13224.0,2150.85,3,1512,0
13225.0,6083.04,8,3352,0
13226.0,108.21000000000001,1,80,0
13227.0,257.7,1,99,0
13228.0,358.0,1,200,0
13229.0,160.95,1,63,0
13230.0,2763.41,15,1544,2
13232.0,1357.6,7,778,0
13233.0,605.12,2,1004,0
13235.0,101.17000000000007,2,440,0
13236.0,727.27,3,411,0
13238.0,680.83,5,296,0
13239.0,329.56,1,363,0
13240.0,663.65,4,298,0
13242.0,270.40000000000003,3,130,0
13243.0,600.07,1,233,0
13244.0,121.74000000000001,1,38,0
13245.0,430.5,1,125,0
13246.0,1922.1,7,1552,0
13247.0,501.12,4,328,0
13248.0,465.68,2,305,0
13249.0,711.41,3,546,0
13253.0,1030.4,2,1572,0
13255.0,390.66,3,174,0
13256.0,0.0,1,12540,0
13258.0,698.58,3,287,0
13259.0,292.32,1,132,0
13260.0,557.62,1,142,0
13261.0,944.1,2,210,0
13262.0,200.29,1,125,0
13263.0,7454.07,35,4780,2
13265.0,2107.66,5,1752,0
13266.0,3717.67,19,4299,2
13267.0,4404.44,27,1939,2
13268.0,3167.64,15,3635,2
13269.0,5315.92,17,3509,2
13270.0,590.0,1,200,0
13271.0,178.26,2,181,0
13272.0,276.56,2,96,0
13273.0,138.98,1,153,0
13276.0,590.9300000000001,2,161,0
13277.0,258.4,4,176,0
13278.0,542.73,1,537,0
13279.0,126.30000000000001,2,70,0
13280.0,814.86,3,522,0
13282.0,1047.8400000000001,6,289,0
13283.0,93.66,2,90,0
13284.0,196.15,2,79,0
13285.0,2709.12,4,2051,0
13291.0,361.11,1,233,0
13292.0,578.9399999999999,2,347,0
13294.0,873.74,2,453,0
13295.0,197.95000000000002,2,81,0
13296.0,87.4,1,78,0
13297.0,2089.85,4,963,0
13298.0,360.0,1,96,0
13299.0,142.5,1,30,0
13300.0,365.29,2,201,0
13301.0,618.09,4,345,0
13302.0,63.75,1,5,0
13304.0,300.42,1,238,0
13305.0,2000.86,10,1232,0
13307.0,15.0,1,4,0
13308.0,1367.6100000000001,4,840,0
13309.0,1456.79,5,1544,0
13310.0,1083.63,6,575,0
13311.0,598.57,2,305,0
13313.0,1555.32,5,851,0
13314.0,578.66,4,484,0
13316.0,5815.49,5,6947,0
13317.0,2140.07,9,1003,0
13318.0,640.76,3,304,0
13319.0,10664.34,36,4686,2
13320.0,1491.7,6,1066,0
13321.0,567.36,2,372,0
13322.0,199.48000000000002,1,117,0
13323.0,787.85,5,175,0
13324.0,7072.8,12,5200,2
13325.0,675.3,1,240,0
13327.0,3617.57,9,1588,0
13328.0,1308.48,1,680,0
13329.0,740.4,4,427,0
13330.0,1140.93,3,751,0
13332.0,350.9,1,179,0
13334.0,3536.82,3,1774,0
13336.0,795.12,1,559,0
13338.0,431.82,3,247,0
13339.0,860.12,1,326,0
13340.0,10736.48,7,5770,2
13341.0,775.85,1,301,0
13343.0,303.93,2,126,0
13344.0,2543.72,3,971,0
13345.0,377.6,2,139,0
13347.0,341.36,1,205,0
13348.0,233.76,1,136,0
13349.0,247.32,1,225,0
13350.0,910.72,3,284,0
13351.0,373.94,1,117,0
13352.0,389.28,2,315,0
13354.0,743.53,1,604,0
13355.0,674.7,1,314,0
13356.0,768.24,1,325,0
13357.0,609.95,1,322,0
13358.0,439.03,1,285,0
13359.0,431.26,2,159,0
13362.0,3085.4900000000002,5,1379,0
13363.0,992.5,2,710,0
13364.0,0.0,2,0,0
13365.0,2191.22,3,1238,0
13366.0,56.160000000000004,1,144,0
13368.0,623.4,2,327,0
13369.0,263.75,2,127,0
13370.0,721.32,2,336,0
13372.0,378.64,1,159,0
13373.0,3312.25,3,1651,0
13375.0,772.9,2,441,0
13376.0,1019.76,3,493,0
13379.0,572.56,3,601,0
13381.0,3626.81,7,2027,0
13382.0,222.99,1,131,0
13384.0,4122.28,9,2415,0
13385.0,534.57,1,281,0
13388.0,627.15,3,281,0
13389.0,797.96,3,429,0
13390.0,544.08,1,224,0
13391.0,59.8,1,4,0
13394.0,2312.8,10,2215,0
13395.0,307.72,1,336,0
13396.0,1325.29,4,592,0
13397.0,1539.18,6,429,0
13398.0,457.34,1,281,0
13402.0,621.23,2,479,0
13403.0,75.0,1,44,0
13404.0,252.49,2,111,0
13405.0,572.451,3,165,0
13408.0,27487.41,81,16119,1
13410.0,988.91,7,513,0
13411.0,213.55,1,72,0
13414.0,1390.5,3,1574,0
13416.0,712.5,2,142,0
13417.0,640.83,2,162,0
13418.0,5845.44,23,3839,2
13419.0,221.06,1,275,0
13420.0,140.35,4,88,0
13421.0,1848.98,3,1180,0
13422.0,2601.55,2,1321,0
13425.0,1624.21,3,1123,0
13426.0,3550.7000000000003,12,2224,2
13427.0,582.6,3,545,0
13428.0,218.47,1,156,0
13429.0,1006.8,4,1390,0
13430.0,648.6899999999999,4,738,0
13431.0,1269.1,2,672,0
13434.0,534.24,2,300,0
13435.0,3794.4900000000002,9,2125,0
13436.0,196.89,1,76,0
13437.0,3408.06,7,1283,0
13439.0,283.71,1,242,0
13441.0,296.64,1,204,0
13447.0,1104.23,4,577,0
13448.0,3465.67,10,1638,0
13449.0,291.88,1,222,0
13450.0,2043.7199999999998,6,1982,0
13451.0,2916.45,6,2143,0
13452.0,590.0,2,2,0
13453.0,356.97999999999996,2,134,0
13455.0,1007.35,4,345,0
13456.0,1737.8200000000002,7,756,0
13458.0,9537.92,22,5460,2
13460.0,183.44,2,286,0
13461.0,1445.0,3,1170,0
13462.0,143.25,2,61,0
13464.0,674.68,1,403,0
13466.0,297.95,2,258,0
13467.0,1083.71,2,584,0
13468.0,5656.75,41,2581,2
13470.0,165.0,2,100,0
13471.0,2531.58,4,1590,0
13473.0,417.54,3,260,0
13474.0,229.59,1,132,0
13475.0,1431.78,4,1012,0
13476.0,1092.77,4,414,0
13477.0,1441.53,8,1018,0
13479.0,291.0,3,133,0
13481.0,1776.81,8,1127,0
13482.0,184.64,1,116,0
13483.0,140.34,1,160,0
13484.0,313.8,1,44,0
13485.0,454.24,1,277,0
13486.0,1122.41,3,669,0
13487.0,575.4,3,265,0
